ID,GP_1_plus1_RT_diff,GP_2_plus1_RT_diff,GP_3_plus1_RT_diff,GP_4_plus1_RT_diff,GP_7_plus1_RT_diff,mellekmondat_1_plus1_RT_diff,mellekmondat_2_plus1_RT_diff,mellekmondat_3_plus1_RT_diff,mellekmondat_4_plus1_RT_diff,mellekmondat_5_plus1_RT_diff,mellekmondat_6_plus1_RT_diff,mellekmondat_7_plus1_RT_diff,mellekmondat_8_plus1_RT_diff,mellekmondat_9_plus1_RT_diff,mellekmondat_10_plus1_RT_diff,mnGP_1_plus1_RT_diff,mnGP_3_plus1_RT_diff,mnGP_8_plus1_RT_diff,mnGP_9_plus1_RT_diff,mnGP_10_plus1_RT_diff,morf_1_plus1_RT_diff,morf_2_plus1_RT_diff,szemantikai_1_plus1_RT_diff,szemantikai_2_plus1_RT_diff,szemantikai_3_plus1_RT_diff,szambeli_1_plus1_RT_diff,vonzat_2_plus1_RT_diff,vonzat_3_plus1_RT_diff,vonzat_6_plus1_RT_diff,GP_1_target_RT_diff,GP_2_target_RT_diff,GP_3_target_RT_diff,GP_4_target_RT_diff,GP_7_target_RT_diff,mellekmondat_1_target_RT_diff,mellekmondat_2_target_RT_diff,mellekmondat_3_target_RT_diff,mellekmondat_4_target_RT_diff,mellekmondat_5_target_RT_diff,mellekmondat_6_target_RT_diff,mellekmondat_7_target_RT_diff,mellekmondat_8_target_RT_diff,mellekmondat_9_target_RT_diff,mellekmondat_10_target_RT_diff,mnGP_1_target_RT_diff,mnGP_3_target_RT_diff,mnGP_8_target_RT_diff,mnGP_9_target_RT_diff,mnGP_10_target_RT_diff,morf_1_target_RT_diff,morf_2_target_RT_diff,szemantikai_1_target_RT_diff,szemantikai_2_target_RT_diff,szemantikai_3_target_RT_diff,szambeli_1_target_RT_diff,vonzat_2_target_RT_diff,vonzat_3_target_RT_diff,vonzat_6_target_RT_diff
1214,,0.005215,1.2659,-0.011275,-0.409905,0.198095,2.519335,-0.064575,,-0.115765,-0.118905,-0.108565,-0.048395,,-2.11611,0.03533,0.189295,-0.535265,-2.022975,0.70054,-0.01803,0.12799,0.72524,0.614755,0.20806,0.762935,1.20519,1.38408,0.408695,,0.19278,0.133185,0.833135,0.41073,-0.88335,-0.167,-1.362835,,-0.15189,-0.034285,1.42805,-0.153745,,-0.5814,-0.14942,0.171825,-0.04906,0.385035,0.3302,-0.097465,-0.0959,0.32466,0.16242,-0.76647,0.494295,-0.039515,-0.15363,0.217555
1215,0.224965,-0.1796,0.195595,-0.06103,-0.259215,0.08029,-0.117815,0.02226,0.130595,0.23291,0.54469,,-0.05243,,-0.00103,0.178565,,-0.1486,-0.302525,0.060155,0.33827,0.056215,0.21153,-0.07579,-0.08239,0.00492,0.161765,-0.101375,0.203335,0.199195,-0.06607,0.165465,0.204955,-0.287715,-0.02657,0.12083,0.098465,0.30639,-0.0014,0.231705,,-0.045205,,-0.024505,0.026915,,-0.13783,-0.08271,0.078075,0.228765,-0.18596,-0.013895,-0.03012,-0.065165,-0.11515,0.052135,-0.05951,-0.1275
1303,0.30167,,0.22403,0.31311,-0.30867,,,,,,,,,,-0.00037,0.053155,0.05357,-0.00607,0.09168,0.16025,-0.004175,0.687965,0.33485,0.117635,-0.07715,0.83247,,0.03765,0.46833,-0.085145,,-0.12349,0.24664,0.12513,,,,,,,,,,-0.042065,-0.043,1.112905,-0.04345,-0.066785,0.35741,0.876875,-0.45078,0.172525,-0.039825,0.59173,0.01753,0.16834,-0.025145,0.093965
1305,,0.041115,2.3378,-0.14613,-0.560145,-0.07936,-0.52996,,-0.50571,0.051735,-0.534095,-0.24357,-0.08416,0.16403,,0.090475,0.182415,0.080045,0.078165,-0.049615,0.63142,0.166155,0.06468,0.146675,-0.20888,0.161805,0.531125,0.665765,0.399875,,-0.185845,-0.074105,-0.11308,-0.220405,0.80823,-0.19224,,0.01083,-0.209915,0.350125,-0.222935,0.06839,0.229155,,-0.00458,0.28239,-0.017025,0.077915,-0.75681,-0.08422,-0.43546,-0.23758,-0.13692,0.315015,0.122035,0.10877,0.467545,0.214175
1306,,0.669275,,0.21674,-0.220195,-0.0999,0.04086,-0.2785,-0.26632,-0.248105,,-0.519795,,,1.01292,0.04989,0.417855,0.11668,0.168135,0.25129,-0.21857,0.608545,,0.18225,-0.26404,1.28272,-0.09725,0.75147,0.11294,,0.02033,,0.18748,-0.272985,-0.21378,0.41842,0.30282,-0.237685,-0.519215,,0.003865,,,,-0.280295,0.57725,0.15018,-0.266095,0.88703,0.031865,0.079215,,0.183255,1.08367,0.098395,-0.00067,-0.09806,0.076085
1307,,-0.119905,-0.345015,0.81582,,0.1824,,,,,0.708345,,,,,-0.05944,-0.069195,0.04072,-0.203815,0.016655,0.258585,0.11467,0.180585,0.230985,,,,0.529105,-0.06956,,-0.268885,-0.016425,-0.01319,,0.08388,,,,,0.281475,,,,,0.049425,0.254945,0.14195,0.03107,0.153375,-0.02679,-0.020465,0.27666,-0.151415,,,,-0.104325,0.191245
1308,0.632825,0.405535,2.62723,0.201155,0.24124,-0.11286,0.257485,0.481545,-0.205205,0.11438,0.141295,0.40966,0.15283,-0.45321,0.37451,0.13173,-0.031595,0.30518,0.812945,-0.064985,0.43745,0.150015,0.929505,0.300205,0.24954,-0.073915,,2.448805,1.604895,0.130895,0.168295,-0.00553,-0.533875,0.412075,-0.343705,-0.16795,0.164965,-0.467405,-0.536115,0.067955,0.051335,-0.755755,0.410635,-0.21737,-0.05954,-0.313735,0.178475,0.359735,0.9366,1.160355,-0.01532,0.60449,-0.70253,0.779105,0.14239,,-0.08092,-0.03269
1309,0.237835,,0.700705,-0.41638,-0.45921,-0.14691,0.342175,-0.202225,0.506685,0.116685,-0.146115,0.44752,0.115405,0.065995,0.0623,0.22156,0.23647,0.062435,0.185495,1.17992,0.121615,0.44697,,0.28823,0.428655,-0.09006,1.237505,0.56136,0.076995,-0.20548,,-0.097165,-0.24502,-0.57868,-0.00702,-0.06044,-0.15455,-0.08531,0.14067,-0.00516,0.026625,-0.050775,0.00172,0.11177,0.017895,0.532095,-0.27654,-0.430565,-0.30315,0.98087,-0.0006,0.49765,-0.111115,-0.113095,-0.150835,0.451645,-0.03105,-0.270025
1310,,,0.284315,,-0.12563,0.31759,,,-0.021675,-0.483485,,,,0.20611,-0.06928,-0.07707,0.11902,-0.32583,-0.60583,-1.198445,-0.794945,0.290215,1.762025,0.15539,,0.005465,0.21071,0.03144,0.283475,,,0.216095,,-0.36149,0.733705,,,0.430015,-0.79185,,,,-0.086895,0.17229,-0.30033,0.380215,-0.130965,0.378225,-0.185105,-0.122765,-0.025645,0.494855,0.138215,,0.50426,0.042045,0.63985,0.43972
1312,-0.19896,-0.082815,0.4211,,0.619365,,-0.074535,,,0.25185,,0.01746,-0.03773,,,0.03503,-0.33529,0.13961,1.056985,0.293365,-0.123215,-0.016085,0.33919,,0.267545,0.75988,0.892135,0.225635,0.191485,-0.056355,0.010855,-0.18868,,-0.06559,,0.18715,,,0.622885,,-0.0049,-0.03813,,,-0.1171,-0.11601,-0.334245,-0.332435,0.122425,0.12296,-0.08811,0.098755,,-0.05829,-0.395105,-0.002695,0.10374,0.57249
1313,0.108765,-1.19434,-0.264845,0.175955,0.785805,0.04909,,0.179945,-0.12209,0.07631,-0.410205,0.04237,-0.1568,-0.018595,-0.0393,-0.096895,0.54874,-0.116745,-0.380845,0.142,0.80086,0.345435,0.405715,-0.395335,-0.414165,0.63725,-0.088915,0.042205,0.64743,0.114375,-0.157155,-0.316745,-0.618,0.27095,0.119865,,-1.070955,-0.11921,-0.003725,1.569245,-0.321745,-0.321835,0.058525,0.174695,-0.15884,-0.184825,-0.276305,-0.047265,0.249125,0.525195,0.138255,0.583875,-0.58635,0.25872,-0.19475,-0.098865,-0.01896,-0.086085
1314,-1.938,0.252,-0.195,-0.368,0.786,0.064,-0.6,0.12,0.218,0.245,0.09,-0.204,0.095,-0.044,0.21,-1.026,0.838,0.024,-0.137,0.308,1.249,-0.05,0.694,-0.027,0.724,0.182,0.447,,1.052,-0.032,0.255,-0.169,0.04,0.33,0.224,-0.193,,0.077,0.029,-0.131,0.028,1.414,-0.213,0.174,1.031,0.703,-0.046,-0.418,0.991,0.194,1.757,-0.242,-0.016,1.433,-0.205,0.607,0.126,0.928
1315,,0.051285,-0.358345,0.460495,0.16321,0.325345,0.083065,0.041885,,-0.089445,-0.1123,,-0.079525,-0.162715,0.116005,-0.12847,0.01086,-0.05592,0.226525,0.1479,-0.02303,-0.00253,0.914785,0.04544,0.21584,0.173855,0.577085,0.365655,0.002935,,-0.12343,-0.046565,-0.00709,-0.18806,0.13074,0.191205,-0.19951,,-0.00258,1.317985,,0.00579,-0.118485,0.32271,-0.04337,-0.00846,-8.00E-05,0.005495,0.767345,-0.839145,-0.111495,0.732635,0.572795,1.048425,-0.004005,0.17416,0.695135,-0.046465
1316,0.161475,,,,,,,,,,,,-1.102445,,0.128005,0.13828,-0.41873,0.001515,,0.162525,0.227905,0.21047,0.075515,0.36546,0.589055,0.3789,0.77308,1.073865,0.858095,0.3124,,,,,,,,,,,,-0.029075,,0.255725,0.11466,0.334545,0.11915,,0.06613,0.06769,0.04619,0.783495,0.0077,0.74767,-0.11424,-0.31592,0.709575,0.20772
1317,-0.43721,,3.295585,0.046925,0.27796,-1.99657,,,,0.08706,0.57631,,-0.425685,,0.075875,-0.060075,-0.094385,0.00708,0.28843,-2.645195,-0.390965,0.189705,0.148075,-0.23139,0.10082,1.116735,,-0.170945,0.13881,-0.45495,,0.120625,0.20717,-0.29478,1.480355,,,,-1.411715,0.488575,,-0.20914,,-0.33067,-0.091425,4.036975,0.46584,2.372165,-1.08246,1.20996,3.577525,1.67902,0.22536,0.022665,0.71439,,-0.289125,0.33921
1318,-0.10024,0.133575,-0.03789,0.26899,0.186005,0.022905,-0.226065,0.02518,0.282685,-0.190945,-0.25691,0.046395,,0.10818,-0.072045,0.009375,0.049695,0.013085,-0.044015,-0.073575,0.19666,0.43938,0.44521,0.059325,0.094615,0.186185,-0.022045,-0.085895,-0.03713,-0.157285,-0.178485,0.08758,-0.08452,-0.149215,0.096525,-0.23282,0.06936,0.47983,-0.24915,-0.284515,0.00129,,-0.01219,0.020775,-0.21418,-0.249005,0.083815,-0.3171,-0.26212,-0.06516,0.10772,0.097625,-0.142345,-0.240305,-0.06032,0.052235,-0.31884,-0.0825
1319,1.506,,-0.184,-0.031,-0.135,0.334,-0.183,0.23,,0.221,0.101,-0.369,-0.584,0.018,-0.37,0.133,0.101,0.018,-0.384,0.15,,-0.065,0.451,-0.523,0.318,0.799,0.718,0.799,0.652,0.102,,-0.237,0.001,-0.283,-0.083,-0.132,-0.068,,0.35,0.135,0.422,0.001,-0.118,-0.073,0.384,0.485,-0.048,0.032,0.151,,0.529,0.718,-0.083,0.352,0.252,-0.23,0.183,0.381
1320,0.488895,-0.05722,,1.34696,1.000015,,-0.329625,,,-0.209205,,0.03603,0.044885,0.16678,0.003195,-0.042375,0.00216,0.193485,0.369805,-0.105735,-0.169,1.0511,0.263105,0.137935,0.074215,0.305835,0.157965,0.11026,0.251455,-0.309735,-0.365295,,0.842895,-0.7911,,0.24864,,,0.00245,,-0.001345,-0.01068,0.067595,-0.137065,0.0464,-0.28313,0.29906,0.139635,-0.435395,-0.64342,0.15181,0.321755,0.227015,0.22292,0.4671,-0.004675,0.18381,0.316
1321,0.43,-0.082,0.083,0.142,-0.085,-0.027,0.002,-0.251,,,-0.029,,0.04,-0.001,0.334,-0.035,-0.102,0.195,,0.067,0.028,0.366,0.067,0.049,,,0.249,0.048,0.054,-0.003,-0.076,-0.029,0.019,0.021,-0.03,0.017,0,,,0.02,,0.084,-0.039,0.249,0.036,-0.019,0.12,-0.362,0.176,0.032,-0.128,0.034,0.067,,0.133,0.926,0.022,0.053
1322,1.097585,0.08312,0.083245,0.564195,-0.44136,0.09441,-0.23516,-0.046855,0.48741,,-0.046425,-0.28014,-0.15735,,0.043555,0.15252,-0.039045,-0.050405,0.120875,0.129185,0.470645,0.136,0.828725,-0.020025,-0.08961,-0.234185,0.623,0.52864,0.29415,0.134055,1.551025,0.00628,-0.032035,-0.2591,-0.1,0.02282,0.415625,0.3208,,-0.766965,0.08973,0.036165,,0.16787,0.12339,-0.218585,0.283435,0.09155,1.181095,-0.03361,0.828405,0.599365,0.028015,-0.101855,0.01527,-0.072975,-0.13195,0.034295
1323,-0.0166,0.0975,0.0395,0.1973,-0.1002,0.0137,-0.213,0.0823,-0.1,0.0252,-0.0981,0.0659,0.0512,,-0.0371,0.1028,0.1297,-0.0779,0.0321,0.1673,0.0508,0.1854,,-0.0378,0.2329,0.399,0.0499,0.4631,-0.0505,0.031,0.0533,0.0037,0.0336,-0.2088,0.0396,-0.153,0.0206,-0.0517,0.1303,-0.097,0.0482,0.0363,,0.0025,0.1489,0.1247,-0.0687,-0.0808,0.261,-0.018,0.069,-0.0188,-0.0658,-0.1481,-0.0466,-0.0287,-0.0503,-0.1185
1324,,,,0.759585,,0.16645,2.536965,-0.204685,0.33371,0.558715,0.03931,,,,,0.082835,1.817775,0.602965,,0.042165,0.4702,0.126595,-0.896125,0.304675,0.185045,0.152215,,0.091385,1.886335,0.14299,0.47031,0.01439,-0.134495,0.18004,-0.08494,0.308385,-1.35212,0.20831,-0.0674,,,1.6749,,,0.491595,-0.03807,-0.11371,-0.77292,-0.168395,0.396415,-0.251615,0.01558,0.24788,0.174305,-0.2513,-0.889425,0.402645,0.150205
1325,-0.05199,-0.35957,-0.917375,0.026085,-0.223925,0.266205,0.362515,-0.164705,-0.433375,,0.22609,,0.16727,-0.028875,0.18276,-0.18682,1.228675,0.421605,-0.30403,-0.09721,0.17294,0.31705,1.08186,0.15834,-0.164675,0.03224,0.88072,0.31342,0.034275,-0.16036,-0.16222,0.224605,-0.05151,-0.10171,0.186045,0.17093,0.4603,0.27343,,-1.246765,,-0.416325,-0.05065,1.173275,-0.341185,-0.160725,0.492245,0.016685,0.10949,-0.171405,-0.011365,-0.02976,-0.29863,-0.54303,-0.155105,-0.021105,0.155815,0.107975
1327,0.092,0.209,0.107,-0.079,0.71,0.014,-0.163,0.379,,-0.032,,0.094,0.027,-0.039,-0.016,0.192,,-0.147,0.623,0.176,,-0.044,1.086,0.298,-0.015,0.238,-0.052,0.357,-0.028,0.113,-0.095,-0.164,-0.258,0.146,-0.072,-0.016,0.112,,0.065,,0.1,-0.01,-0.146,-0.014,0.013,,0.256,-0.032,-0.147,,0.047,-0.008,-0.125,-0.099,0.034,0.222,0.003,-0.133
1328,0.581765,,0.13456,-0.2034,-0.029915,-0.01045,0.128245,-0.6467,-0.34343,-0.04271,-0.03218,1.56048,-0.028795,0.165805,,-0.49099,0.134935,-0.86484,0.47406,0.288575,-0.24991,-0.140575,1.61223,0.55419,-0.493605,-0.01539,-0.17385,2.35515,0.66102,0.43802,,0.160895,-0.199995,-1.318205,0.815225,-0.02012,-0.69816,-0.182005,-1.17954,0.13848,-0.74943,0.481345,0.04503,,-0.142165,-0.660345,0.58227,0.802545,0.597815,-0.069195,-0.01229,-0.526825,-0.26882,1.334755,-0.616345,0.08318,1.08919,-0.17634
1329,0.29084,-0.296755,0.05714,-0.14542,-0.304715,,,0.28254,,-0.925285,1.834355,-0.099465,,-0.14648,,-0.038625,-0.1536,0.2328,0.020305,0.4869,0.307645,-0.113615,1.633435,-0.155495,0.008585,0.078565,,-0.31574,0.2524,0.06761,-0.47738,-0.062605,-0.18243,-0.19072,,,0.38868,,-2.143745,0.030635,,,-0.15008,,-0.038835,0.586305,-0.95379,-1.22415,0.51612,0.062815,-0.028135,-0.239045,-0.158625,0.12363,0.002835,,-0.150365,-0.130535
1330,0.662545,-0.746965,1.332755,0.098905,,,-0.48076,-0.241505,0.579085,-0.054275,,,0.224735,0.185295,-0.16721,-0.936015,0.28471,0.50496,0.968965,0.031495,1.63231,-0.195325,-0.05529,-0.065895,0.225545,0.430515,1.45142,0.17505,0.232115,0.8852,-0.47509,0.35415,1.126765,,,0.262975,-0.09291,0.17541,0.066525,,,0.545235,-0.220925,-0.016925,-0.53535,2.099415,-0.05521,0.45825,0.70362,1.258345,1.516835,0.286955,-0.102655,0.347535,-0.24783,1.158785,-0.18044,0.522955
1331,1.680635,0.1145,,1.031175,,-0.082565,-0.06748,0.71617,0.173425,0.242885,0.19428,0.19657,-0.150045,,-0.08873,-0.22834,0.369195,0.172325,-0.635675,-0.016455,-0.175235,0.24503,1.406415,0.540825,-0.69347,0.59353,0.70993,0.8582,1.052345,-0.589215,-0.089655,,0.931465,,-0.962355,-1.442945,2.14107,0.550065,0.672405,0.92315,0.18072,-1.126205,,-0.16178,0.10988,-0.18662,0.198345,-0.548535,0.133105,-0.232965,0.8494,-0.3267,-0.13071,0.67927,0.3392,0.031745,-0.174365,-0.450855
1332,0.26557,,-0.089175,-0.047095,,-0.033515,-0.860945,,,,-0.00146,0.00953,-0.039275,0.0016,,-0.038895,0.0813,-0.12912,-0.20157,0.01966,-0.05311,0.08266,0.17982,0.316165,0.290945,0.23333,0.51617,-0.13864,0.238055,0.104805,,0.027595,-0.09068,,-0.08725,0.107965,,,,0.042905,-0.570685,-0.02386,0.215265,,-0.0511,0.603545,-0.11241,-0.21383,0.34896,-0.38642,-0.13775,0.375715,0.171295,-0.27695,-0.093795,0.079385,-0.38452,-0.05763
1334,,,0.44058,-0.033475,-0.5493,0.240815,-0.36179,-0.018285,-0.0585,0.14113,0.08054,0.075825,0.00915,0.36222,0.19684,-0.021765,0.25862,-0.069395,,-0.180575,,0.33263,0.232265,0.309215,1.563815,0.373885,0.951275,0.54057,0.052055,0.28377,,-0.011675,0.012865,-0.23354,0.37078,0.09287,0.03987,-0.00686,0.11531,-0.033975,0.0994,-0.099185,0.168815,1.31823,0.012595,0.658535,-0.06634,,-0.065385,,0.315465,-0.14083,0.10042,0.5477,1.14047,0.19259,0.1906,-0.13578
1335,,,,2.199015,,,0.39213,,-0.213795,-0.37734,,0.274105,,,,-0.249235,-0.35107,0.14918,-0.872105,0.071555,-0.13364,0.130745,0.29767,0.87907,-0.09378,-0.090625,0.159075,0.017615,0.187985,,,,-0.444465,,,1.57717,,-0.10019,,-0.174225,0.0957,,,,-0.54764,-0.759405,-0.267235,1.69885,-0.229975,-0.156675,0.18848,-0.06444,-0.04281,1.468,-0.09358,0.115605,-0.23969,-0.041625
1336,0.04836,,,1.2162,1.80839,-0.153155,-0.37031,,-0.54234,,-0.006595,-0.30112,-0.02806,-0.06414,-0.56797,0.027255,0.621445,-0.1416,-0.16526,-0.029035,0.074325,0.368765,,0.02501,0.054125,-0.21831,0.025075,,0.572945,0.00218,,,-0.07944,0.497045,-0.664495,0.6251,,-0.05932,,,-0.064625,0.16334,0.2186,0.27341,-0.591565,0.04563,-0.133665,0.777365,-0.00843,0.587805,0.134705,,0.236685,0.578505,-0.08026,0.11374,0.247615,0.10073
1337,,,-4.113535,-0.98622,-0.755375,0.329045,,,,,-0.143415,,-0.51467,-0.04908,,0.24662,0.060535,-0.520525,0.727335,,-0.39236,1.36232,,-0.6368,,,2.25017,2.22397,0.417465,-0.989935,,-0.57314,-0.49189,0.262285,0.12434,,,,,0.00053,,0.21072,-0.092865,,0.16047,-0.50355,0.535035,0.443775,,0.87839,-0.04846,,-0.32592,2.09759,,2.14192,1.01997,-0.288765
1338,2.43403,,0.390265,,-0.77699,-1.23985,-0.64602,-0.651835,1.84589,-0.140215,-2.03346,,-0.03114,0.50946,0.649725,-0.691935,0.448185,-0.998825,-0.872295,-0.05657,-0.094335,0.7622,,-0.09737,,0.413705,1.99278,-0.570615,2.47491,-2.276555,,-1.53459,,-0.803115,-0.32231,-3.991415,-0.142235,-0.121505,-0.38626,-0.403905,,0.93433,0.8691,0.94184,0.025425,-0.61021,1.09236,1.053265,0.711785,-0.095945,0.357145,,0.74986,,-0.65336,0.48017,0.53822,0.606465
1339,-1.745,,0.149,0.435,,-0.07,,-1.199,-0.148,1.069,0.179,-0.372,,0.156,0.034,-0.316,0.213,0.267,1.876,-0.301,0.28,0.597,0.334,0.447,1.777,0.303,0.183,0.669,-2.76,-0.368,,0.203,0.298,,-0.321,,-1.239,-0.248,0.127,0.53,-0.003,0.422,0.237,-0.086,0.323,0.749,-0.168,1.258,-0.532,0.256,0.261,-0.238,0.266,2.435,2.361,-0.966,0.301,-0.8
1340,,,1.784295,,0.43924,0.2065,-0.032545,,0.101735,,,-0.696085,,,,0.2623,,0.02194,-0.22894,0.177285,0.72144,0.85333,1.322045,0.38384,-0.4999,,0.272455,1.084645,0.11226,,,-0.316235,,-0.45213,-0.121205,0.270455,,0.1333,,,0.065025,,,,0.66747,,0.23797,-0.84758,-1.386215,-0.048595,0.15984,0.01137,-0.064465,1.44949,,0.2467,-0.378465,0.13646
1341,0.00011,0.427345,0.62522,,,-0.620295,,-0.3256,,-0.085645,0.72173,-0.18282,0.079285,,,0.09494,0.58947,0.36215,-0.24661,-1.00731,0.074165,0.408175,,-0.00643,,0.25071,0.99072,0.24624,0.156665,-0.131865,0.003055,0.0113,,,0.049295,,-0.35623,,-0.073215,0.34831,0.116895,-0.07665,,,0.405725,-0.06631,-0.2174,-0.09739,-0.66102,-0.132335,0.201465,,0.318025,,0.387745,0.17461,0.01644,0.208415
1342,-0.09782,-0.08328,1.14057,0.052405,0.06875,-0.08473,0.108935,0.281055,,,-0.48975,0.14591,0.14367,-0.41897,-0.018295,0.0499,0.29304,0.131345,0.40016,-0.31399,,0.218435,0.531765,0.5394,0.202865,0.815245,0.384505,0.685095,0.023905,-0.073275,-0.540645,0.21913,0.352565,-0.135005,-0.30504,-0.02463,0.308895,,,0.11502,0.49581,-0.32189,-0.577875,0.352155,0.106455,0.24333,-0.04231,0.356975,-0.004365,,0.517305,0.529035,0.26825,0.701675,0.43604,0.59294,-0.07969,0.1491
1343,-0.004,,-0.051,0.099,0.471,,0.166,-0.122,-0.115,0.116,0.031,-0.096,-0.149,0.17,0.226,0.133,0.136,-0.031,-0.152,-0.013,0.291,0.2,-0.044,0.12,0.567,-0.07,1.081,0.415,0.454,-0.302,,-0.042,-0.164,-0.017,,-0.075,-0.165,-0.131,-0.053,0.216,0.378,-0.718,0.159,0.036,0.031,-0.137,0.012,0.101,0.132,0.567,0.253,-0.018,-0.016,0.216,-0.233,-0.129,0.02,0.43
1344,,,0.886585,2.823875,,-0.011945,,-1.28819,,0.00787,-0.01113,0.14726,0.145695,,0.165395,-0.040795,0.219525,0.132295,-1.42712,0.086295,-1.422135,-1.085545,0.63609,0.77208,,0.78028,0.58958,1.21556,1.20678,,,0.23946,0.811025,,0.050175,2.167955,-0.206625,1.432075,0.186805,-0.023235,0.78434,0.185655,,0.53033,0.10959,0.20476,-0.048395,-0.344125,0.20652,-0.224565,-0.07079,,0.977715,,1.51713,0.022955,0.273845,0.84029
1345,,0.084945,-0.06056,,,-0.013205,,0.2166,,,,,,,,-0.11189,,0.142985,0.331355,-0.23875,0.72113,-0.14604,0.272785,0.067295,,-0.33975,,0.03753,0.26368,,-0.321215,-0.171225,,,0.64014,,0.02056,,,,,,,,-0.50238,,-0.114405,-0.05471,0.694165,1.73777,-0.12508,-0.053025,0.668275,,0.6748,,-0.052855,-0.32112
1346,1.226655,,0.14639,-0.216075,0.65783,-0.21356,0.31423,-0.27446,,-0.148865,-0.296565,0.173095,-0.299735,-0.1507,,-0.16753,0.37478,0.312205,-0.411265,0.04099,0.05662,-0.236955,0.396535,0.291315,0.941995,0.230385,0.14063,0.17306,0.4012,-0.000225,,-0.142335,0.438,0.655145,2.4225,0.15985,0.05631,,-0.18979,0.488225,-0.039445,-0.2498,-0.811465,,-0.1121,0.024565,0.01095,0.046765,0.1161,0.26264,-0.09854,0.492605,-0.036645,0.227485,0.10468,0.07595,-0.11598,0.12191
1347,0.371785,,-0.10506,0.836055,,,,,-1.27666,0.07685,,-0.154085,,,0.03773,0.018355,0.206335,0.037205,0.301075,-0.162365,0.087735,-0.04259,0.38066,0.237415,-0.007225,-0.226595,0.90546,0.06762,0.716075,-0.213485,,-0.085365,-0.161885,,,,,-0.00303,-0.131385,,0.05278,,,-0.036625,0.211035,0.84297,0.029165,0.10454,-0.409775,0.0933,0.83521,-0.0528,0.276255,0.23935,0.14841,-0.149875,0.06542,-0.086425
1348,,,-0.279935,,,,,,,0.14788,,,0.06065,-0.05011,0.02134,-0.65461,-0.520325,,,0.576695,,0.12451,0.582285,1.973595,,0.513645,,0.24959,-0.21345,,,-0.199185,,,,,,,-0.17562,,,0.03279,-0.249815,-0.042915,0.217205,0.203145,,,-0.17956,,0.12748,0.47192,0.19781,,0.424215,,0.01062,-0.179465
1349,,,-0.037,,0.055,,,-0.139,,,,0.287,,0.107,-0.058,0.019,0.538,-0.211,-0.578,0.149,0.12,0.188,,-0.087,0.003,-0.049,-0.078,-0.013,-0.057,,,-0.25,,-0.031,,,-0.041,,,,-0.027,,0.214,-0.084,-0.082,0.015,-0.3,-0.233,0.159,0.442,0.082,,-0.13,0.032,-0.133,0.059,0.034,-0.061
1350,-0.30299,0.168385,-0.037335,0.207765,1.00176,0.09561,,-0.153845,-0.35245,-0.479115,,,,0.08693,,-0.039145,-0.31428,3.13792,0.14349,0.268495,0.237805,-0.45978,0.08103,-0.082895,,0.08223,1.542465,1.59583,0.48074,-0.569155,-0.03369,-0.25761,0.63337,0.44551,0.139765,,0.52143,0.0305,-0.149375,,,,0.241195,,-0.08883,-0.552035,-0.211135,1.71461,0.174325,2.132275,0.25015,1.108115,0.091155,,1.239,0.08386,0.841485,0.297345
1351,0.483125,0.32014,0.063195,-0.21975,1.862225,,-0.622265,-0.21871,0.23082,-0.564545,-0.02058,-0.081405,-0.047445,,-0.50136,0.11093,0.17366,0.100725,-0.617305,-0.310295,0.257005,0.440535,0.087625,0.333835,0.744525,-0.167955,0.388845,0.911125,0.451605,-0.132445,0.00254,0.31483,0.831965,0.641965,,-0.057525,-0.31378,0.26311,-0.239625,0.23498,-0.33853,-0.363615,,0.59276,-0.11683,0.075985,0.200895,-0.380375,-0.334735,-0.17553,1.537325,0.930955,0.330155,0.78023,-0.08415,0.33294,-0.33158,0.104375
1352,,-0.013395,-0.198095,-0.05767,-0.289365,,,,-0.072,-0.022655,-0.74754,0.11188,0.042495,0.147805,,-0.310185,-0.27173,0.068835,-1.534805,-0.64511,0.14567,1.138955,1.34872,0.112035,1.097495,0.30033,0.54628,,0.998205,,0.09771,,-1.007825,-0.83254,,,,0.595525,0.422205,0.95539,-0.50407,-0.04789,0.311195,,-0.14837,0.28056,-0.024505,-0.28942,-1.33846,-0.31635,1.297045,0.09157,0.06768,0.21601,1.494625,-0.10938,0.283985,0.20732
1353,,-0.01754,0.68517,0.14645,0.450695,-0.0124,,0.06068,-0.37283,0.16323,0.239995,0.00376,-0.08851,-0.06381,-0.08046,-0.01191,0.40714,-0.03601,0.810405,0.06881,-0.01085,0.260745,0.010385,0.147315,0.133795,0.269295,0.189965,0.297135,0.30667,0.23146,-0.64222,-0.018135,0.20032,-0.120795,0.188505,-0.176705,,-0.02503,0.10438,-0.209155,-0.17492,0.03102,0.430445,-0.112135,-0.37234,0.10777,-0.07866,0.08744,0.286215,-0.31754,-0.04687,-0.10041,-0.018505,-0.018645,0.00396,0.02772,0.049715,0.05255
1354,,0.268,-0.73,0.006,0.45,0.073,0.066,0.002,,0.277,0.295,,-0.21,,,0.038,,0.195,0.003,0.188,,0.451,0.017,0.117,-0.107,-0.009,-0.184,0.332,0.13,,-0.217,1.144,-0.25,0.018,0.202,0.066,-0.048,,0.097,0.876,,-0.175,,,-0.015,,-0.356,-0.262,0.5,,0.035,0.275,-0.117,0.214,-0.369,0.446,0.185,0.256
