ID,GP_1_plus1_RT_diff,GP_2_plus1_RT_diff,GP_3_plus1_RT_diff,GP_4_plus1_RT_diff,GP_7_plus1_RT_diff,mellekmondat_1_plus1_RT_diff,mellekmondat_2_plus1_RT_diff,mellekmondat_3_plus1_RT_diff,mellekmondat_4_plus1_RT_diff,mellekmondat_5_plus1_RT_diff,mellekmondat_6_plus1_RT_diff,mellekmondat_7_plus1_RT_diff,mellekmondat_8_plus1_RT_diff,mellekmondat_9_plus1_RT_diff,mellekmondat_10_plus1_RT_diff,mnGP_1_plus1_RT_diff,mnGP_3_plus1_RT_diff,mnGP_8_plus1_RT_diff,mnGP_9_plus1_RT_diff,mnGP_10_plus1_RT_diff,morf_1_plus1_RT_diff,morf_2_plus1_RT_diff,szemantikai_1_plus1_RT_diff,szemantikai_2_plus1_RT_diff,szemantikai_3_plus1_RT_diff,szambeli_1_plus1_RT_diff,vonzat_2_plus1_RT_diff,vonzat_3_plus1_RT_diff,vonzat_6_plus1_RT_diff,GP_1_target_RT_diff,GP_2_target_RT_diff,GP_3_target_RT_diff,GP_4_target_RT_diff,GP_7_target_RT_diff,mellekmondat_1_target_RT_diff,mellekmondat_2_target_RT_diff,mellekmondat_3_target_RT_diff,mellekmondat_4_target_RT_diff,mellekmondat_5_target_RT_diff,mellekmondat_6_target_RT_diff,mellekmondat_7_target_RT_diff,mellekmondat_8_target_RT_diff,mellekmondat_9_target_RT_diff,mellekmondat_10_target_RT_diff,mnGP_1_target_RT_diff,mnGP_3_target_RT_diff,mnGP_8_target_RT_diff,mnGP_9_target_RT_diff,mnGP_10_target_RT_diff,morf_1_target_RT_diff,morf_2_target_RT_diff,szemantikai_1_target_RT_diff,szemantikai_2_target_RT_diff,szemantikai_3_target_RT_diff,szambeli_1_target_RT_diff,vonzat_2_target_RT_diff,vonzat_3_target_RT_diff,vonzat_6_target_RT_diff
3208,,,0.058905,,-0.220665,0.00588,,-0.393755,,,-0.03537,,,,-0.107325,-0.167945,0.11715,0.14367,,0.16737,0.14406,0.67404,0.372495,0.33686,0.31716,0.43381,0.06644,0.05621,0.02693,,,-0.090895,,-0.00065,0.08465,,-0.29511,,,0.11399,,,,-0.072815,-0.174035,0.693625,-0.105,,0.634595,0.26646,0.58484,0.115415,-0.15346,2.13476,0.081495,-0.18015,-0.01525,-0.12525
3209,0.1202,0.600755,-0.016545,-0.0286,0.07007,-0.03314,0.19939,-0.152935,-0.314385,-0.063375,-0.107095,-0.24832,0.04368,,-0.067145,-0.11823,1.369745,-0.182355,0.06198,-0.102555,0.215715,0.13339,-0.01885,0.02938,0.023405,0.831085,0.57718,0.686205,0.185,0.09011,0.15919,0.116105,0.251185,0.41738,-0.119535,0.00348,0.0196,0.085425,0.18557,0.29918,-0.057135,-0.600835,,-0.257275,0.17061,0.44837,-0.06186,0.679355,-0.008715,0.437325,0.19749,0.245545,0.170335,0.019535,-0.025685,-0.14646,-0.03814,-0.081385
3210,0.05002,,-0.149925,-0.71072,,0.160895,-0.00185,,0.10296,0.04193,-0.006965,,0.11392,-0.055005,0.05192,0.04298,0.393995,-0.046175,-0.13368,0.17811,0.22433,0.53211,0.18894,0.288105,0.031785,0.211645,0.369045,-0.0784,0.04559,-0.10877,,-0.638245,-0.15517,0.298635,-0.127835,0.112385,,-0.01663,-0.13076,-0.464525,,0.013875,-0.036315,-0.126565,-0.00369,-0.452975,0.02501,-0.048865,0.38867,0.707825,-0.03919,0.61467,0.1358,0.172575,0.003995,-0.21081,-0.04288,-0.026805
3211,-0.497255,-0.531065,-0.27036,-0.733595,0.110525,-0.005035,-0.36068,-0.24664,1.564085,-0.050325,,0.61131,,-0.399625,-0.00153,0.01565,-0.755845,0.08107,-0.51626,-2.47108,-0.171165,0.704255,1.31059,0.07234,0.13033,0.972345,2.45276,0.390665,0.285815,1.20415,0.324125,0.46007,0.63307,-0.232995,-0.001935,-0.024405,-0.628035,-0.199415,-0.00691,,-0.66861,,0.679055,-2.36691,0.045975,1.30064,-0.16028,-0.237135,-0.3667,-0.25776,1.6499,0.230555,-0.14045,1.094865,0.68241,-0.238315,-0.076105,0.00854
3212,0.331545,1.48331,-0.19417,0.12633,0.055675,-0.06053,-0.206515,0.092705,0.15707,0.069985,-0.162485,-0.221975,0.248375,0.13326,,0.074175,-0.52016,-0.06443,0.443775,0.112395,0.082865,0.364345,0.15537,0.30733,0.199295,-0.00051,1.240475,0.000675,-0.14555,0.1676,0.17749,-0.07838,0.0684,0.033755,0.08184,-0.058295,0.3724,0.166095,-0.18551,-0.030385,-0.248145,0.10976,-0.141705,,-0.141,0.004205,-0.16485,-0.272755,0.360405,-0.026445,0.031745,-0.032815,0.005415,1.378365,-0.04003,-0.082645,-0.233175,-0.07385
3213,0.07722,-0.320575,,,-0.107555,0.115995,-0.36167,-0.07426,0.128715,0.03063,0.42209,-0.74238,0.069865,0.164285,-0.328155,-0.12707,0.089795,0.087125,-0.077875,-0.01954,0.99823,0.156335,0.04703,-0.112785,-0.70118,0.72324,0.47623,0.732315,0.153365,-0.1227,-0.04931,,,-0.237705,-0.031425,-0.841745,-0.169535,,-0.155995,0.380755,0.83702,0.010015,-0.387795,0.11737,-0.05215,-0.108995,-0.78652,0.326465,0.490995,0.38747,-0.0203,-0.050465,0.04446,0.14538,-0.1989,0.121325,-0.420265,0.050545
3214,,,,0.024455,0.316125,,0.09584,,-0.039815,,,,1.130405,0.105785,,-0.01072,0.29318,0.157665,-0.127715,-0.10311,0.463815,0.107555,0.19351,0.0783,0.03968,-0.006975,1.173135,-0.080105,0.572245,,,,0.00129,0.480215,,-0.060625,,-0.145765,,,,-0.28308,-0.51396,,-0.065065,-0.258375,0.0268,-0.163095,-0.49932,-0.047145,0.026425,0.49935,0.005135,-0.156575,-0.091035,0.142775,-0.122715,-0.065515
3301,0.000615,,0.258255,,0.183475,,,0.59344,0.04769,-0.123425,,,-0.146945,,,0.059,-0.18145,0.421695,-0.3493,-0.049195,0.282675,0.235005,0.098945,0.090925,0.11091,0.224345,0.57807,0.57403,0.03282,0.013205,,0.10682,,-0.078475,,,-0.301345,0.050025,-0.15142,,,-0.110375,,,-0.01559,0.395165,-0.093005,0.00552,0.15171,0.01613,-0.02603,0.39193,0.740535,-0.24559,-0.100155,0.315655,0.24335,-0.03334
3302,0.1195,-0.1844,0.1627,,0.7226,0.277,1.3105,-0.8489,-0.2293,-0.1363,,-0.3087,,0.1695,,0.1599,-0.1799,0.0658,0.5543,0.2366,1.6554,,0.5643,0.4773,,-0.0567,-0.0232,-0.0949,0.1482,-0.0908,-0.1022,0.8923,-0.2719,0.4096,0.2501,1.6576,-0.3442,-0.0968,-0.1313,,-0.0989,,-0.2046,,0.3896,-0.2482,-0.0933,0.8371,0.5864,0.2106,,0.1704,0.3477,,-0.4467,0.1122,-0.6945,-0.2361
3303,,1.269195,0.461565,-0.053775,0.297445,-0.084905,,0.093935,,0.089455,-0.201935,-0.216735,0.03695,,-0.05972,0.0384,-0.049235,0.002645,-0.090255,-0.15237,,,0.1608,-0.056145,-0.05422,0.457155,0.56955,0.18033,-0.11434,,0.03993,0.025495,0.03028,-0.172795,0.355045,,0.10675,,0.184695,-0.683315,-0.11796,0.048235,,-0.21876,0.03544,-0.07699,0.042605,-0.20615,-0.036745,,,0.152195,0.281685,0.092295,0.72829,0.10344,-0.009145,-0.22899
3305,-0.00154,0.221485,,,,-0.09327,0.45595,0.054595,,-0.18574,,,0.074465,,0.088545,-0.04543,0.178145,0.49964,1.29513,-0.067195,-0.06778,0.12346,0.85829,0.30661,-0.18077,0.01265,0.311265,0.032985,0.1329,0.14609,-0.21024,,,,-1.230375,0.37261,0.232745,,0.11455,,,-0.2452,,-0.130935,0.050955,-0.030705,-0.092325,-0.31188,-0.22055,-0.11049,0.03258,0.070195,-0.0054,-0.28258,-0.168195,0.098795,-0.056485,0.267835
3306,-0.525425,-0.000355,-0.01634,,0.066235,-0.418315,,-0.387375,,0.000665,0.08993,,0.024585,,-0.113295,0.35252,,0.10963,-0.121025,-0.415075,0.03101,0.048185,0.329885,,0.191775,0.07682,-0.02123,-0.10688,0.281875,-0.22968,-0.02257,0.053635,,0.146815,-0.5687,,-0.38656,,0.115625,0.136075,,0.014035,,-0.2495,0.371605,,0.095035,-0.1509,-0.665575,0.030705,0.09202,0.06835,,0.04842,0.039275,0.018465,-0.29759,0.267625
3307,,1.22435,,-0.47127,,-0.17883,,,-0.44944,,-0.01561,-0.12064,0.062565,,,0.31517,-0.11325,0.219525,-0.642615,1.03246,0.491385,0.25705,0.36036,-0.239005,,0.16971,-0.05333,0.29264,0.73558,,0.32835,-0.25877,-0.650845,,0.26961,,,0.190955,,-0.723155,-0.049865,-1.67324,,,0.193465,-0.058015,0.19355,-0.249115,0.19597,0.71095,0.2172,0.277015,-0.224515,,0.100585,0.058745,0.2441,0.45234
3308,-0.036445,,-0.097955,-0.59906,,0.34339,0.635575,0.000835,,-0.32236,-0.425225,0.096505,0.12629,,-0.235665,-0.048305,,-0.141815,1.281705,0.02995,0.078375,1.96093,0.134565,0.018025,2.01557,0.03103,-0.15411,0.273155,-1.96815,0.555075,,0.7453,-0.021495,,-0.01238,0.033825,-0.038675,,-0.398405,-0.066035,0.716045,0.069525,,-0.29162,-0.42553,,-0.40587,1.5357,-0.225695,0.97916,1.291645,0.416315,0.0491,1.98625,0.365265,-0.018595,0.06661,-0.95821
3309,0.27517,,-0.41331,-0.10246,2.403765,-0.09709,,0.509665,2.01244,-1.40561,,-0.675035,-0.35019,-0.176925,,-0.016825,0.182755,-0.11996,0.09535,0.379725,0.30149,0.59561,1.45482,,0.458795,-0.23004,-0.096495,2.290215,0.15895,-0.264105,0.31277,-0.08274,-0.506985,0.17759,0.11316,,0.50891,0.418785,1.22191,,3.06088,-0.178945,0.11646,,-0.24524,-0.713165,-0.36571,1.09329,0.73011,1.181515,-0.049905,0.66352,,0.459205,-0.27888,0.082275,0.09158,-0.16415
3310,-0.2423,0.4364,-0.44699,-0.97027,0.027885,0.24985,0.55713,,0.016155,0.40553,1.95414,,0.50977,2.13084,-0.07349,-0.063275,0.357905,-0.067405,1.21674,0.28303,-0.045415,0.187435,0.64278,0.63529,,0.235205,2.247975,,0.11499,-0.2635,-0.82353,-0.323975,-0.616855,-0.139,0.496245,0.328525,,-0.21698,0.19963,-0.012945,,0.483345,0.174405,-0.07405,0.350635,0.301725,0.067735,-0.283805,0.827705,0.321365,-0.166705,0.441055,0.180885,,-0.19914,-0.18542,0.06769,0.016155
3311,-0.001695,0.43155,0.25425,-0.193805,0.06117,,0.29172,0.073245,,,0.135135,,0.01346,,-0.033465,0.01475,0.180705,0.043515,0.28263,-0.267915,0.14859,0.18589,0.05432,0.06682,0.019235,-0.68813,0.7406,0.12209,0.122405,-0.288305,-0.11519,0.05846,-0.250395,-0.19557,,0.044915,-0.247255,,,0.05019,,0.32018,,0.672275,0.022415,0.395965,-0.01478,-0.183705,0.06387,0.21624,0.06893,-0.096375,-0.042185,0.143385,-0.15802,0.044515,0.406765,0.08045
3312,-0.03732,-0.11865,0.151735,0.094795,0.27217,,0.024905,,,,-0.10596,,,,-0.08395,-0.061615,0.150785,,0.17226,0.40308,0.455245,-0.065295,-0.2706,0.083745,,0.921595,-0.007685,0.378285,0.416975,-0.04277,-0.29971,-0.059345,0.16702,0.27528,,0.05661,,,,0.057815,,,,-0.66586,0.017675,-0.17105,,-0.224905,-0.108195,0.17589,-0.22167,-0.10305,0.447445,,0.3663,-0.153,0.260215,0.084295
3313,0.103,-1.731,-0.001,0.172,0.098,0.061,-0.564,,,-0.15,,0.374,0.086,-0.054,0.668,-0.15,-0.179,0.106,2.425,-0.402,0.817,0.033,0.687,0.104,-0.095,0.032,0.482,0.967,0.767,-0.169,-0.963,-0.133,-0.815,-0.231,0.934,-0.013,,,-0.334,,0.116,0.169,-0.131,0.111,-0.069,0.196,-0.251,0.27,-0.112,-0.248,0.05,0.666,-0.1,1.029,0.002,-0.322,0.666,0.018
3314,0.666725,,1.094945,,-0.160125,-0.05351,-0.58899,,-0.721015,-0.349395,0.998205,,-0.057305,0.1783,0.03317,-0.088765,0.15954,0.07654,0.59906,0.09995,0.12064,0.579095,,-0.154025,0.994395,0.550635,,-0.06196,0.60203,-0.024125,,-0.14338,,-0.19932,-0.16349,-0.394965,,0.07424,0.19075,-0.50175,,-0.12029,-0.025,0.041525,-0.068985,-0.09946,0.217985,-5.00E-06,-0.31092,-0.139785,-0.071205,,-0.22366,-0.00748,0.47699,,-0.10885,0.183195
3316,0.24572,0.011185,-0.361675,,-0.094195,0.307925,,0.03297,0.668145,,,,,,,-0.07665,,0.004595,,0.277565,,,,,-0.05007,0.801705,,0.16932,0.053185,0.06988,-0.10648,-0.557985,,-0.32143,0.186935,,0.06799,1.356175,,,,,,,-0.297475,,0.013815,,0.281765,,,,,1.07829,-0.00037,,0.055095,0.02168
3317,0.21325,0.42424,0.40178,-0.38322,0.33365,-0.4027,-0.031645,0.158325,-0.196465,-0.068825,0.05822,0.183745,-0.04117,,-0.086205,-0.111765,0.124175,-0.08118,-0.255555,0.1403,0.237785,-0.020265,0.50717,0.04722,,-0.06803,0.799585,0.42404,-0.104765,-0.159525,0.31031,0.086455,-0.277005,-0.53509,-0.006735,-0.028665,0.16122,-0.10647,-0.158365,-0.01806,0.322385,0.076545,,-0.137495,-0.03119,0.12433,-0.00365,0.020005,0.07223,0.941285,-0.176655,-0.06908,-0.038455,,0.32259,-0.075035,1.14154,1.201805
3318,,,,,,,-0.229,,,,,-0.106,0.053,,,0.111,,0.033,,-0.918,0.218,0.133,0.598,0.022,,0.44,1.058,0.735,0.228,,,,,,,0.002,,,,,-0.2,-0.074,,,-0.035,,0.002,,0.26,0.104,-0.131,0.815,-0.15,,0.433,0.042,0.267,0.133
3319,,-0.4424,1.2881,2.5588,,-0.1968,-0.0333,-0.2967,2.109,,,,0.9446,-0.4378,,0.8149,0.161,1.0566,-0.4533,0.1302,-0.0539,0.2533,1.1258,1.8041,-0.4749,0.8842,2.0204,1.6722,0.3652,,2.9435,1.195,-0.4678,,-1.174,-0.2254,1.3526,3.0383,,,,0.2945,0.538,,-0.1025,-0.33,0.2543,-0.3948,0.8388,-0.5452,0.6053,0.5815,1.4014,1.8718,0.7969,1.0686,0.9545,-1.2883
3320,2.076495,-0.350265,0.075195,-0.189635,,-0.0636,,,-1.047415,0.58046,-0.24197,0.33356,0.085255,-0.23479,-0.037295,0.03999,-0.232205,0.29925,0.622185,-0.27727,0.113585,0.623415,0.436515,0.47998,0.07842,-0.11647,,1.713805,0.03415,0.00143,-0.39617,0.049385,0.157695,-0.04351,-0.121625,-0.04562,,0.12144,0.12763,-0.00078,0.09625,0.199565,-0.165175,0.02819,0.15438,0.4685,0.16118,-0.00074,-0.479495,1.01971,0.08248,0.38803,0.242705,0.54642,-0.110245,0.476635,-0.155745,0.54031
3321,-0.046995,-0.116315,0.228375,-0.027195,0.026425,0.02968,-0.01685,-0.016945,,-0.218175,-0.021485,-0.013745,0.00012,,0.19091,0.010045,0.34825,0.033205,0.11856,0.04986,0.017205,-0.046425,0.468525,0.02627,-0.034625,0.16771,0.124495,0.12057,0.154015,-0.06623,-0.12258,0.10103,-0.129745,-0.10037,-0.04518,-0.022615,0.00916,,-0.09882,-0.064855,0.01811,-0.018565,,0.161195,-0.061745,0.151645,0.084375,-0.44785,-0.398215,0.139955,0.077485,-0.05105,0.05619,-0.000205,0.115655,0.073395,-0.050915,0.05385
3322,,,-0.060215,,,,,,,-0.13374,,,,,,0.150115,,-0.107175,,,-0.17558,-0.023275,-0.23867,0.022595,,-0.01608,0.025355,0.15135,0.08669,,,-0.05074,,,,,,,-0.13094,,,,,,0.083095,,0.02045,,,-0.255685,-0.02397,-0.307015,0.04532,,0.00318,-0.034295,0.058795,0.168965
3323,0.336,,0.538,,0.492,0.153,0.097,-0.735,0.103,0.062,,0.274,0.018,,0.01,0.066,0.117,0.348,-0.048,0.201,1.267,-0.082,0.163,0.048,0.148,,0.148,0.273,0.399,0.115,,0.25,,-0.037,-0.918,-0.217,0.115,-0.833,-0.281,,0.053,0.181,,0.185,-0.201,0.034,0.169,0.616,0.229,0.029,1.036,0.596,0.352,-0.65,,0.916,0.174,-0.054
3324,0.740105,0.08044,-0.00056,,,0.059465,-0.22892,0.140625,,-0.423695,,0.38122,-0.02678,0.00879,0.206765,-0.31541,0.06191,-0.390135,-0.339445,-0.161045,0.104925,0.7349,-0.13968,-0.116795,0.123595,-0.020065,-0.21542,1.3192,0.21833,-0.19257,-0.12734,0.098365,,,-0.052925,0.229295,0.563905,,-0.39834,,0.09136,0.216285,-1.87159,0.237545,-0.30114,-1.18371,-0.02265,-0.59028,-0.50774,-0.021065,0.620615,-0.113035,-0.139815,0.99173,-0.15542,-0.002005,0.600185,-0.0307
3325,-0.00147,0.893935,0.05819,-0.33521,-0.36544,-0.074195,-0.262015,,,0.100315,0.033015,,0.120405,-0.012555,-0.233655,,0.02251,0.16532,0.2515,-0.031235,0.69917,0.28314,0.469185,0.033335,0.66697,0.0959,-0.280725,0.18152,0.33384,0.017025,-0.143195,0.0486,-0.126165,-0.29488,-0.086065,-0.11289,,,-0.380795,-0.06679,,-0.084785,-0.258345,-0.07383,,0.341525,0.049275,0.437835,0.21174,-0.084005,0.430605,1.616525,0.100285,0.98333,-0.2022,-1.30159,0.49782,0.06723
3326,-0.009,,-0.262,0.239,-1.017,-0.25,,,0.572,0.06,-0.017,0.06,,,-0.373,-0.067,-0.117,-0.009,0.207,-0.326,,0.514,0.171,0.009,0.697,0.036,,,0.081,-0.077,,0.11,-0.054,-0.054,-0.043,,,0.67,-0.079,-0.561,0.22,0.106,,-0.311,-0.307,-0.053,-0.14,-0.144,-0.114,,0.096,0.56,0.24,-0.111,-0.773,-0.047,,-0.273
3327,-0.166125,0.00732,0.294975,0.204045,-0.096585,-0.131405,,-0.07014,-0.09583,-0.04108,-0.05811,0.490925,,0.17453,0.03992,0.19825,-0.47955,0.04172,0.27689,-0.31641,0.06763,0.36831,0.151865,-0.219995,0.049995,0.077805,-0.17194,0.208125,0.291885,-0.033395,0.034655,0.16828,0.648415,0.070515,-0.064555,,-0.00449,0.10619,0.10002,-0.101045,0.553015,,0.334135,-0.09824,0.222755,-0.18484,0.09613,0.216505,0.139465,0.051105,0.278085,0.18439,-0.464835,0.549215,-0.014665,-0.40607,-0.31507,0.389125
3328,-0.46731,1.7704,1.679975,0.749065,-0.43344,-0.541135,-0.713785,0.536825,-1.42691,0.016105,0.02775,-0.187795,,-0.149945,0.25218,-0.02436,0.33929,0.075205,-0.010285,0.35876,0.387295,-0.02272,2.552265,2.07976,-0.3062,0.32812,0.28792,,-0.021085,-0.22519,0.169495,0.167155,0.2473,-0.118715,-0.01905,-0.028035,-0.293165,-0.50674,-0.026205,0.993415,-0.09062,,-0.030705,0.026205,-0.044855,0.169775,0.137165,-0.070015,0.56455,-0.053095,2.66854,0.188975,0.009945,0.58241,0.12323,0.09128,0.170775,0.613415
3329,0.00329,-0.131225,0.05116,-0.03486,0.38379,0.100925,0.34547,-0.164365,-0.18277,0.051995,0.03329,0.512355,0.082195,0.251015,,0.051425,-0.01122,-0.203545,,1.31457,0.2815,0.667115,0.53984,1.35303,0.18197,-0.166615,1.114625,,-0.000245,-0.033925,-0.127715,-0.11666,-0.11418,-0.044035,0.17753,0.422315,-0.43604,0.03433,0.03603,0.06698,0.320775,-0.02688,0.395635,,0.01344,0.13995,-0.183105,,0.036165,0.40269,0.073065,-0.007965,0.38494,-0.205275,-0.42328,-0.019135,0.70121,0.11192
3330,,-0.219895,-0.22582,,0.415715,-0.064175,,,,-0.098385,0.23641,,-0.010435,,,-0.089105,,-0.390125,-0.96099,-0.30199,0.33629,0.592915,1.73192,0.33328,0.87737,0.244705,1.446345,0.063525,-0.05009,,-0.330305,0.12593,,-0.25782,-0.12357,,,,-0.104165,0.044465,,0.350035,,,-0.31727,-0.03234,0.431875,-1.923505,-0.72363,0.13386,0.120515,-0.36348,0.346215,-0.105605,-0.104085,0.18218,0.032705,-0.08763
3331,0.014,,-0.065,,0.093,,,,0.499,,,,,,,-0.177,,0.596,0.369,-0.096,0.22,0.014,0.799,0.136,-0.012,,1.353,1.717,-0.035,-0.056,,-0.049,,0.005,,,,-0.056,,,,,,,0.079,,0.229,-0.007,-0.275,-0.006,-0.077,-0.092,0.069,0.478,,-0.005,0.014,-0.077
3332,,0.74756,,-0.22025,0.28485,,,-1.571525,,-0.029465,-0.20467,-0.21698,-0.24437,,-0.020445,-0.098305,-0.036085,0.03566,-0.222115,-0.38819,,0.44446,,0.093915,0.38135,-0.29888,,,0.17364,0.635125,0.367425,,-0.28215,-0.618495,,,0.05015,,-0.21941,-0.55176,1.01838,-0.17161,,-0.655155,-0.04013,1.0057,1.35372,-0.327575,-1.05567,1.69193,-0.12512,,0.051985,0.902355,-0.337015,,,0.651005
3333,-0.301,-0.097,0.066,,-0.733,,0.618,0.557,-0.128,0.181,-0.191,,0.402,,,-0.121,0.181,-0.213,0.778,-0.552,0.417,0.388,0.145,-0.056,-0.017,0.1,0.483,0.435,0.268,0.129,-0.068,0.953,,0.528,,0.863,-0.719,-1.732,0.39,0.062,,0.702,,,0.02,0.187,0.31,-0.15,0.734,1.383,1.008,0.984,0.282,0.817,1.077,1.58,1.163,
3334,,0.54969,-0.04897,-0.098735,0.039615,,,,,,,,,,,0.067575,,-0.063915,,-0.157125,,,0.08093,0.31647,0.016415,0.154895,0.914355,0.18466,,,-0.01399,-0.01478,0.155585,-0.02917,,,,,,,,,,,0.068035,,0.13351,,-0.147905,,,0.007495,-0.46185,-0.318665,-0.101045,0.27367,-0.04377,
3335,4.675835,0.12696,1.7311,-1.27384,0.475655,0.056985,,0.25485,,-0.115385,,,-0.03898,,,-0.05816,3.03917,0.038695,0.18996,1.40829,0.507795,-0.64797,1.8549,0.683545,0.66371,,,2.737025,0.256905,0.77887,-0.033305,0.05243,-1.148105,-0.216945,0.011755,,-0.040375,,-0.893565,,,0.13539,,,0.103595,1.568565,0.66194,2.36848,0.305995,1.412205,1.064035,0.649545,0.70784,0.77593,-0.449075,,-0.008925,-0.166005
3336,,,0.021715,-0.17049,1.63037,-0.142035,0.44333,-0.060685,-0.05208,0.42748,,0.027265,0.174975,-0.3799,0.69696,0.009915,0.274995,-0.071995,0.451575,0.222855,0.207105,0.11397,0.11369,0.145725,0.059885,1.319695,0.60068,1.161835,0.01072,,,0.27176,-0.650855,0.183415,-0.24826,0.018945,0.100015,0.051295,0.00151,,1.184985,0.001175,0.624575,0.100105,0.05334,0.831655,-0.067765,0.6192,0.316325,-0.1717,-0.05815,0.072515,-0.00108,0.209135,0.76634,-0.46022,0.12674,0.01796
3337,-0.008045,,-0.13837,-0.01981,,0.124365,0.472935,-0.2183,-0.115235,,-0.113215,,0.043345,,,-0.07487,-0.0051,0.15343,0.066205,0.014415,-0.002295,0.566945,0.204155,-0.096845,0.14512,0.019025,,0.7878,0.21468,-0.16066,,-0.09575,-1.30101,0.215575,-0.540905,1.18889,-1.13291,-0.231405,,-0.07932,-0.16384,-0.27839,,,-0.13758,-0.06938,-0.018555,-0.086115,-0.079825,-0.28265,0.00678,0.07954,0.190995,0.043435,-0.47173,,-0.083975,-0.009815
3338,0.054,-0.388,0.491,0.052,0.024,0.184,0.001,-0.292,-0.171,-0.113,0.181,0.056,-0.024,0.087,0.974,0.109,-0.37,0.249,0.126,-0.07,0.064,0.456,0.185,-0.021,,-0.546,0.178,0.92,0.057,0.133,-0.272,-0.028,-0.03,-0.487,0.186,-0.024,-0.052,2.129,-0.197,0.218,0.215,0.028,0.128,0.085,0.038,-0.83,0.387,-0.063,0.136,-0.06,-0.66,0.033,0.051,,-0.272,-0.633,0.106,0.134
3339,,0.87982,0.369035,-0.258295,,,-2.692455,0.351165,0.037425,-0.492545,,,1.30943,,,0.06278,-0.0856,0.165955,0.333405,0.459185,0.999415,0.088575,0.67716,0.45115,,-0.28834,-0.00814,0.836775,0.257865,,-0.573995,-0.44688,0.16283,,,-0.202755,-0.757365,-0.216475,-0.14108,,,-0.0164,,,-0.016425,-0.44189,0.60751,1.31424,0.54633,1.103295,0.0648,0.1072,-0.03319,,-0.342605,-0.059405,0.91827,0.214495
3340,,0.500565,0.155905,1.1109,0.431365,0.01682,0.434125,0.17115,1.40828,-0.231595,0.88301,0.72068,-0.067855,0.249295,-0.108045,-0.210725,,-0.059445,-0.368245,0.91671,-0.71503,-0.148425,,0.393485,-0.09765,-0.571065,-1.10843,0.174465,-0.240245,,0.789795,-4.446245,1.40081,-0.08272,-0.639995,0.128195,-0.128645,0.153665,-0.4025,1.07563,-1.562475,-0.110645,1.69628,0.30674,0.174775,,0.632325,0.539645,0.316865,0.627515,0.871555,,0.39808,0.3697,0.961785,0.350275,0.29488,-0.270175
3341,1.91726,0.40145,-0.448015,-0.23732,0.77086,-1.6145,0.417985,-0.324095,0.09337,-0.48264,0.270135,0.07187,-0.027645,,-0.13628,-0.09851,1.115645,-0.35225,-0.16438,-0.189555,0.32212,0.35686,-0.524565,-0.055815,0.34404,0.52829,0.75714,-0.105595,0.409945,2.35485,0.648275,0.279685,-0.594835,-0.28735,-0.05266,-0.216615,1.48056,0.97258,-0.513105,0.100435,-3.343785,0.466845,,4.53548,-0.05289,0.58593,0.48045,1.59157,-1.81851,-0.110255,-0.04844,1.4553,0.20847,0.161385,1.634785,-0.2258,0.20845,0.302335
3342,2.781,-0.112,-3.248,4.973,3.265,-2.074,,-0.234,,-0.319,-1.965,1.895,,-3.745,,-4.682,1.449,-1.769,0.901,2.366,-0.593,-2.489,0.111,0.252,-2.879,-1.647,3.452,,0.518,-0.182,0.539,-1.368,-0.195,2.268,-2.729,,0.401,,-2.019,-0.701,-0.135,,-3.082,,-0.75,0.584,0.683,0.483,2.083,-2.188,-2.401,-0.128,0.069,-0.422,,,-3.278,0.002
3343,2.4733,,0.091535,,,0.104715,-0.51658,-1.422535,-0.222415,-0.370545,-0.08365,-4.110485,,-0.48405,0.389555,-0.925905,0.151385,-0.427365,-0.05692,0.09519,,-0.354575,1.03574,0.700885,-0.01629,0.037265,0.85911,-0.346925,0.243205,-1.237345,,-0.291695,,,-0.323755,-0.29379,-1.46676,0.116505,-0.289405,-1.26432,,,-0.465075,0.45671,-0.73334,0.68003,-0.292015,0.290795,1.05715,,0.593825,0.113445,0.73104,1.20634,1.29166,1.15985,0.704765,0.519525
3344,,,0.018,0.07,0.299,0.168,-0.101,-0.505,,-0.212,0.114,,0.139,-0.05,0.143,-0.017,0.199,0.036,0.177,0.161,-0.128,0.018,0.856,0.567,0.346,0.184,0.228,1.513,0.134,,0.169,0.017,-0.016,0.136,-0.352,,-0.415,-0.415,-0.026,,,-0.381,-0.13,0.169,-0.092,0.617,-0.135,-0.167,-0.179,0.164,0.015,-0.117,-0.284,1.257,0.079,0.048,-0.109,-0.104
3345,,1.274028378,,1.23309731,,-0.518852175,-0.173149144,,,-0.189429021,0.95116807,,,-0.123147361,-0.365706013,-0.157328781,0.973281407,0.760375504,-1.152749053,-0.163894868,0.036254088,1.337221496,0.738939279,,-0.010948071,0.320987814,,3.346666224,0.680922769,,-4.611938333,,-0.462614554,,-3.609661841,-1.176881166,,,-0.831067107,1.258348218,,,-0.767795376,-0.240854321,2.917726166,4.021022906,0.299351819,-1.01745216,-0.403380376,0.820801821,1.663531796,1.304767504,,0.122203619,0.088345965,,1.668998943,-0.457431057
