sentence,"A hal kék, de nem pöttyös.","A zsiráfnak van egy hosszú, kockás, fekete-fehér nyakkendője.",A kisfiú palacsintát süt a bohócnak.,A kecskét a kakas kergeti.,A lány az ágyon ugrál és a macska a szőnyegen fekszik.,"A pöttyös labda nagyobb, mint a csíkos kancsó",A sárga táska a zöld széken van,A zöld csésze a kockás vödör fölött van.,"A fiú, aki megpuszilja a lányt, az barna hajú.","A szív, ami a négyzetben van, az pöttyös.","A boszorkány, aki a seprűn lovagol, ellopta a nyakláncot.","A kislány, aki a busz elejénél áll, piros szoknyában van.","A sárkány, aki a szekrény mögé bújt, csokit eszik.","A könyv azon a tányéron van, ami kék.","A lány azt a macskát kergeti, ami kövér.","A felhő, ami előtt a madár van, az lila.","A róka, amit a malac kerget, az kicsi.","A bohóc alszik, de az elefánt nem.",A malac locsolja meg a fát.,A szarvas a tévét szereli meg.,A szoba egy rettenetes disznóól.,A hegedűtanár egy sárkány.,Pisti egy igazi éjszakai bagoly.,Julcsi húga nagyon nyuszi volt a mikulásünnepségen.,A kislánynak van legalább 3 kutyája.,A legtöbb malac kapott kukoricát,Néhány alma kigurult a kosárból.,A festő rajzolt egy házat.,A fiú már elkészült a homokvárral.,A virágot már kiszínezte a bohóc.,A malac is felmászott a fára.,A fiú a békát is megfogta.,Piros lufit minden gyerek kapott.,Kalapja a libának is van.,"De ügyes vagy, hogy eltörted a poharat.","Látom, lustálkodtál egész nap, meg is telt a kosár."
ID,gramm_0,gramm_1,gramm_2,gramm_3,gramm_4,gramm_5,gramm_6,gramm_7,gramm_8,gramm_9,gramm_10,gramm_11,gramm_12,gramm_13,gramm_14,gramm_15,gramm_16,gramm_17,pragm_0,pragm_1,pragm_2,pragm_3,pragm_4,pragm_5,pragm_6,pragm_7,pragm_8,pragm_9,pragm_10,pragm_11,pragm_12,pragm_13,pragm_14,pragm_15,pragm_16,pragm_17
5021,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
5022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
5023,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5024,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
5025,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
5027_1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
5027_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0
5029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
5030,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
5031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0
5032,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1
5033,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
5034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
5036,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
5037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0
5038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
5039,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
5040,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
5042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
5043,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
5044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1
5045,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
5046,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
5047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
5048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1
5050,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
5051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1
5052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
5055,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0
5056,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
5057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
5058,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
5059,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0
5060,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1
5061,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
5062,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
5063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
5064,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5065,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1
5066,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0
5067,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
5068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0
5071,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1
5074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5075,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
5076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1
5077,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1
5078,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
5080,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
5081,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1
5083,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1
5084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1
5085,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0
5086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1
5087,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0
5088,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1
5090,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1
5091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
5092,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1
5093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1
5094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1
5095,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
5096,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
5098,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
5099,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
5100,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
5101,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
5102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
5103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
5105,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
5106,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
5107,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
5108,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
5109,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
5111,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0
5112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0
5114,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
5116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0
5117,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
5119,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1
5120,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
5201,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0
5202,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1
5203,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
5205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
5209,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
5210,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
6101,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0
6102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
6103,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0
6104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
6105,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0
6107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0
6111,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0
6112,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
6113,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
6114,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1
6115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0
6116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
6117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
6118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
6120,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
6122,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
6124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1
6125,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1
6126,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1
6127,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
6128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0
6129,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6130,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
6131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1
6132,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1
6133,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0
6134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
6135,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
6136,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1
6137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
6138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
6139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1
6140,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
6203,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1
6204,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1
6206,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0
6207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1
6209,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
6210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1
6211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1
6213,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
6214,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1
6215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
6218,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0
6219,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0
6224,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1
6226,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
6231,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
6235,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
6242,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0
6243,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0
6245,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0
6246,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0
6247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
6250,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
6251,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
6253,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1
6255,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
6257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1
6258,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0
6259,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0
6260,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0
6261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1
6262,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
6263,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0
7324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
7519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
B112,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
B133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
BB100,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0
BB101_1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1
BB101_2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
BB103_1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
BB103_2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1
BB106,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1
BB107,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BB108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1
BB110,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0
BB111,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1
BB113,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0
BB114,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
BB121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
BB122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1
BB123,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1
BB125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BB127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
BB130,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
